id,predicted
0,0.1321087391281918
1,0.1321087391281918
2,0.1321087391281918
3,0.1321087391281918
4,0.1321087391281918
5,0.1321087391281918
6,0.1321087391281918
7,0.1321087391281918
8,0.1321087391281918
9,0.1321087391281918
10,0.1321087391281918
11,0.1321087391281918
12,0.1321087391281918
13,0.1321087391281918
14,0.1321087391281918
15,0.1321087391281918
16,0.1321087391281918
17,0.1321087391281918
18,0.1321087391281918
19,0.1321087391281918
20,0.1321087391281918
21,0.1321087391281918
22,0.1321087391281918
23,0.1321087391281918
24,0.137394757577331
25,0.137394757577331
26,0.137394757577331
27,0.137394757577331
28,0.137394757577331
29,0.137394757577331
30,0.137394757577331
31,0.137394757577331
32,0.137394757577331
33,0.137394757577331
34,0.137394757577331
35,0.137394757577331
36,0.1492612791649997
37,0.1492612791649997
38,0.1492612791649997
39,0.1492612791649997
40,0.1492612791649997
41,0.1492612791649997
42,0.1492612791649997
43,0.1492612791649997
44,0.1492612791649997
45,0.1492612791649997
46,0.1492612791649997
47,0.1492612791649997
48,0.1492612791649997
49,0.1492612791649997
50,0.1492612791649997
51,0.1492612791649997
52,0.1492612791649997
53,0.1492612791649997
54,0.1492612791649997
55,0.1492612791649997
56,0.1492612791649997
57,0.1492612791649997
58,0.1492612791649997
59,0.1492612791649997
60,0.15134791868741435
61,0.15134791868741435
62,0.15134791868741435
63,0.15134791868741435
64,0.15134791868741435
65,0.15134791868741435
66,0.15134791868741435
67,0.15428049725905138
68,0.15428049725905138
69,0.15529805439582642
70,0.15742646091211773
71,0.15661169890837018
72,0.13316905397745962
73,0.15330172414539922
74,0.1582591975353089
75,0.14811321932001972
76,0.15868854562274368
77,0.20669154194746422
78,0.21407874548073733
79,0.20735703528964744
80,0.2737906925401406
81,0.2737906925401406
82,0.3009730497556718
83,0.35556347748190786
84,0.3455575403823808
85,0.37162254651657795
86,0.33934540935296703
87,0.3475932725211149
88,0.3557709080266613
89,0.36249024243276
90,0.365739827172669
91,0.41813169697159097
92,0.41813169697159097
93,0.4679020766955366
94,0.5236896830855791
95,0.5394743498283605
96,0.9307224597227317
97,0.9307224597227317
98,0.9988495077814055
99,1.0785363259267322
100,1.0764901649169416
101,1.1463106929970055
102,1.2138887300006298
103,1.2138887300006298
104,1.2248890042885383
105,1.2291368410695338
106,1.3644290335792408
107,1.380293415841653
108,1.3774542406495427
109,1.3986966873498077
110,1.3902654577632556
111,1.3914131784149268
112,1.4178659367457023
113,1.4462796178779633
114,1.453956317393983
115,1.5059459049928394
116,1.5059459049928394
117,1.5059459049928394
118,1.5059459049928394
119,1.5059459049928394
120,1.309147512829995
121,1.327113784991543
122,1.344940568837742
123,1.344940568837742
124,1.344940568837742
125,1.344940568837742
126,1.344940568837742
127,1.344940568837742
128,1.344940568837742
129,1.344940568837742
130,1.3694710508301084
131,1.3694710508301084
132,1.2811830578531151
133,1.2811830578531151
134,1.2811830578531151
135,1.2811830578531151
136,1.2811830578531151
137,1.2811830578531151
138,1.2811830578531151
139,1.2811830578531151
140,1.2508942747328096
141,1.246842610774381
142,1.246842610774381
143,1.225566020099012
144,1.1943956513805296
145,1.1943956513805296
146,1.1880645392738096
147,1.1573453174682882
148,1.1457824930406144
149,1.1457824930406144
150,1.1118902649210638
151,1.1118902649210638
152,1.1118902649210638
153,1.1039909727794877
154,1.0694503299765195
155,1.0087953655285975
156,1.455226968709147
157,1.4263411347295745
158,1.4297756445089544
159,1.4297756445089544
160,1.3853855630167256
161,1.3853855630167256
162,1.3149535306052114
163,1.3149535306052114
164,1.252835838416315
165,1.2094769283817535
166,1.1600977656329967
167,1.141759890746426
168,0.8170568641774685
169,0.7294682870398499
170,0.679144985503791
171,0.6323700639568677
172,0.5778221286887282
173,0.5915168577462517
174,0.5915168577462517
175,0.5931593695020927
176,0.5704795186250977
177,0.584305447814564
178,0.5881751891496163
179,0.5781992706909498
180,0.6320507207263721
181,0.630374143925386
182,0.6045303212179387
183,0.5545921338393318
