id,predicted
0,0.030510085002769263
1,0.030510085002769263
2,0.030510085002769263
3,0.030510085002769263
4,0.030510085002769263
5,0.030510085002769263
6,0.030510085002769263
7,0.030510085002769263
8,0.030510085002769263
9,0.030510085002769263
10,0.030510085002769263
11,0.030510085002769263
12,0.05052518079893464
13,0.05052518079893464
14,0.05052518079893464
15,0.05052518079893464
16,0.05052518079893464
17,0.05052518079893464
18,0.05052518079893464
19,0.05052518079893464
20,0.05052518079893464
21,0.05052518079893464
22,0.05052518079893464
23,0.05052518079893464
24,0.02199370387119075
25,0.02199370387119075
26,0.02199370387119075
27,0.02199370387119075
28,0.02199370387119075
29,0.02199370387119075
30,0.02199370387119075
31,0.02199370387119075
32,0.02199370387119075
33,0.02199370387119075
34,0.02199370387119075
35,0.02199370387119075
36,0.006538812828284883
37,0.006538812828284883
38,0.006538812828284883
39,0.006538812828284883
40,0.006538812828284883
41,0.006538812828284883
42,0.006538812828284883
43,0.006538812828284883
44,0.006538812828284883
45,0.006538812828284883
46,0.006538812828284883
47,0.006538812828284883
48,0.006538812828284883
49,0.006538812828284883
50,0.006538812828284883
51,0.006538812828284883
52,0.006538812828284883
53,0.006538812828284883
54,0.006538812828284883
55,0.006538812828284883
56,0.006538812828284883
57,0.006538812828284883
58,0.006538812828284883
59,0.006538812828284883
60,0.05052518079893464
61,0.05052518079893464
62,0.05052518079893464
63,0.05052518079893464
64,0.05052518079893464
65,0.054566553912395586
66,0.054566553912395586
67,0.061633163315644834
68,0.07109247464201436
69,0.0812140019082008
70,0.08746023884055243
71,0.09997376932401872
72,0.10711839871470488
73,0.11962569757980068
74,0.13787295591207946
75,0.15853526584046038
76,0.15647096684604236
77,0.1737721177602974
78,0.1932426125101345
79,0.19687205090450524
80,0.21474265147150537
81,0.21518277196813576
82,0.20453523494941153
83,0.2085015404210284
84,0.15024865604608165
85,0.19409658545976746
86,0.24066398192291608
87,0.24066398192291608
88,0.2862422923762266
89,0.34125547751443247
90,0.37786104940919746
91,0.4417326068937062
92,0.4417326068937062
93,0.4749334643317084
94,0.5313138022280476
95,0.5666853393198354
96,0.5729788325437881
97,0.6112989950573908
98,0.6317726034324628
99,0.6749365799000316
100,0.7461191689308346
101,0.8083298941283227
102,0.849381932929877
103,0.9179941400740412
104,0.9553562222371177
105,1.0439222548859795
106,1.139757047225041
107,1.2084890926479313
108,1.6883741225147704
109,1.7168498208600445
110,1.816622363536577
111,1.8649044092199043
112,1.9285155410329131
113,1.95543250690752
114,1.9572207825927952
115,1.977321155623189
116,1.9882479380765068
117,2.010931287392395
118,2.010931287392395
119,2.015363889470326
120,1.397453474412739
121,1.397453474412739
122,1.397453474412739
123,1.397453474412739
124,1.397453474412739
125,1.397453474412739
126,1.397453474412739
127,1.397453474412739
128,1.397453474412739
129,1.397453474412739
130,1.397453474412739
131,1.397453474412739
132,1.3865625701005901
133,1.3865625701005901
134,1.3865625701005901
135,1.3865625701005901
136,1.3865625701005901
137,1.3865625701005901
138,1.3865625701005901
139,1.3865625701005901
140,1.3865625701005901
141,1.3865625701005901
142,1.3834924683035976
143,1.3834924683035976
144,1.3834924683035976
145,1.3834924683035976
146,1.3834924683035976
147,1.3744128221583671
148,1.332316111219978
149,1.2798032549575225
150,1.2798032549575225
151,1.263295926376471
152,1.2737112329709845
153,1.2737112329709845
154,1.2751022674558294
155,1.2548390696102216
156,1.1938600724454882
157,1.2081726299819497
158,1.1817287049620273
159,1.1817287049620273
160,1.1938662355755147
161,1.2018138111228054
162,1.1815821026570685
163,1.1613242732555518
164,1.169376750377268
165,1.169376750377268
166,1.1773535019036006
167,1.1539738986936452
168,1.1510576085134392
169,1.1002400214215495
170,1.0445209393584323
171,1.0412066676978398
172,1.033033165276154
173,0.9720283875275425
174,0.964784123446488
175,0.8979057611513249
176,0.8938023330570894
177,0.8674996239319553
178,0.859967752242722
179,0.783333362835202
180,0.752727408981253
181,0.7442953551022164
182,0.7442953551022164
183,0.6531347388179662
184,0.59373872387937
185,0.5844973581627328
186,0.5810259081287296
187,0.55122662255007
188,0.5102874531563855
189,0.45804975647232193
190,0.4260202622421069
191,0.3910408140394648
192,0.3523162277688442
193,0.31619013321528255
194,0.2793446615308203
195,0.2643268485512046
196,0.23050102492957034
197,0.20323920275958543
198,0.17384568066928366
199,0.17384568066928366
200,0.15220924428550794
201,0.15220924428550794
202,0.1333161476535549
203,0.11682739961054917
204,0.0040399920803350624
205,0.0040399920803350624
206,0.0
207,0.0
208,0.0
209,0.0
210,0.0
211,0.0
212,0.0
213,0.0
214,0.0
215,0.0
216,0.0
217,0.0
218,0.0
219,0.0
220,0.0
221,0.0
222,0.0
223,0.0
224,0.0
225,0.0
226,0.0
227,0.0
228,0.0
229,0.0
230,0.0
231,0.0
232,0.0
233,0.0
234,0.0
235,0.0
236,0.0
237,0.0
238,0.0
239,0.0
240,0.0
241,0.0
242,0.0
243,0.0
244,0.0
245,0.0
246,0.0
247,0.0
248,0.0
249,0.0
250,0.0
251,0.0
